tarih,urun_kodu,urun_adi,satis_adedi,birim_fiyat,promosyon_var_mi,resmi_tatil_mi,yil,ay,ayin_gunu,haftanin_gunu,hafta_numarasi,ceyrek,hafta_sonu_mu,yaz_mevsimi_mi,fiyat_endeksi,lag_1,lag_7,lag_14,lag_28,hareketli_ortalama_7,hareketli_ortalama_28,hareketli_std_7
2022-06-29,TON80,Ton Balığı Konservesi 80g,1358.75,29.25,0,0,2022,6,29,2,26,2,0,1,0.8858267716535432,1358.75,428.75,1153.0,1229.0,1068.5,1112.75,335.4276809785781
2022-06-29,ZEYTY,Zeytinyağı 1L,353.0,223.52,0,0,2022,6,29,2,26,2,0,1,0.9008362720403023,361.0,342.0,467.0,399.5,280.57142857142856,319.0,83.18024032757027
2022-06-30,SARDL,Sardalya Konservesi,653.0,23.64,0,0,2022,6,30,3,26,2,0,1,0.8907309721175585,653.0,576.0,573.0,653.0,576.1428571428571,583.7142857142857,99.20421458020975
2022-06-30,SOMON,Somon Konservesi,229.0,68.97,0,0,2022,6,30,3,26,2,0,1,0.8998043052837572,248.0,232.0,231.0,213.0,212.0,207.375,41.03656905736622
2022-06-30,TON160,Ton Balığı Konservesi 160g,768.0,49.84,0,0,2022,6,30,3,26,2,0,1,0.8809544851966417,644.0,824.1875,776.0,658.0,653.4553571428571,656.1138392857143,161.40823435487846
2022-06-30,TON80,Ton Balığı Konservesi 80g,1070.0,29.63,0,0,2022,6,30,3,26,2,0,1,0.8973349485160508,1358.75,1316.0,1292.0,1358.75,1201.357142857143,1117.3839285714287,194.2842557280694
2022-06-30,ZEYTY,Zeytinyağı 1L,346.0,225.58,0,0,2022,6,30,3,26,2,0,1,0.9091385390428212,353.0,340.0,330.0,358.0,282.14285714285717,317.3392857142857,84.62550555521756
2022-07-01,SARDL,Sardalya Konservesi,653.0,24.31,0,0,2022,7,1,4,26,3,0,1,0.9159758854559156,653.0,653.0,644.0,653.0,587.1428571428571,583.7142857142857,103.36735231111246
2022-07-01,SOMON,Somon Konservesi,210.0,70.49,0,0,2022,7,1,4,26,3,0,1,0.9196347031963469,229.0,235.0,207.0,223.0,211.57142857142858,207.94642857142858,40.80791239803503
2022-07-01,TON160,Ton Balığı Konservesi 160g,638.0,50.76,0,0,2022,7,1,4,26,3,0,1,0.8972160848431285,768.0,648.0,683.0,718.0,645.4285714285714,660.0424107142857,152.6628716517288
2022-07-01,TON80,Ton Balığı Konservesi 80g,1142.0,29.74,0,0,2022,7,1,4,26,3,0,1,0.9006662628709872,1070.0,1252.0,1198.0,1234.0,1166.2142857142858,1107.0714285714287,192.32992641614143
2022-07-01,ZEYTY,Zeytinyağı 1L,337.0,219.57,0,0,2022,7,1,4,26,3,0,1,0.8849168765743073,346.0,295.0,334.0,359.5,283.0,316.9107142857143,85.33658847958068
2022-07-02,SARDL,Sardalya Konservesi,444.0,23.51,0,0,2022,7,2,5,26,3,1,1,0.8858327053504146,653.0,461.0,408.0,616.0,587.1428571428571,583.7142857142857,103.36735231111246
2022-07-02,SOMON,Somon Konservesi,160.0,69.3,0,0,2022,7,2,5,26,3,1,1,0.9041095890410958,210.0,147.0,155.0,170.0,208.0,207.48214285714286,39.488394919689036
2022-07-02,TON160,Ton Balığı Konservesi 160g,526.0,50.22,0,0,2022,7,2,5,26,3,1,1,0.8876712328767122,638.0,456.0,433.0,537.0,644.0,657.1852678571429,152.68158587945865
2022-07-02,TON80,Ton Balığı Konservesi 80g,818.0,30.17,0,0,2022,7,2,5,26,3,1,1,0.9136886735311932,1142.0,894.0,789.0,875.0,1150.5,1103.7857142857142,188.61043405213186
2022-07-02,ZEYTY,Zeytinyağı 1L,238.0,218.79,0,0,2022,7,2,5,26,3,1,1,0.8817732997481108,337.0,274.0,244.0,361.0,289.0,316.10714285714283,87.76293826743328
2022-07-03,SARDL,Sardalya Konservesi,438.0,24.78,0,0,2022,7,3,6,26,3,1,1,0.9336850037678975,444.0,415.0,510.0,635.0,584.7142857142857,577.5714285714286,106.96216509544335
2022-07-03,SOMON,Somon Konservesi,155.0,68.97,0,0,2022,7,3,6,26,3,1,1,0.8998043052837572,160.0,159.0,182.0,163.0,209.85714285714286,207.125,36.3200062932655
2022-07-03,TON160,Ton Balığı Konservesi 160g,824.1875,50.08,0,0,2022,7,3,6,26,3,1,1,0.8851966416261599,526.0,427.0,479.0,523.0,654.0,656.7924107142857,140.0892572612184
2022-07-03,TON80,Ton Balığı Konservesi 80g,732.0,29.42,0,0,2022,7,3,6,26,3,1,1,0.8909751665657177,818.0,954.0,1010.0,876.0,1139.642857142857,1101.75,207.11600298015702
2022-07-03,ZEYTY,Zeytinyağı 1L,269.0,224.11,0,0,2022,7,3,6,26,3,1,1,0.903214105793451,238.0,229.0,467.0,250.0,283.85714285714283,311.7142857142857,89.81913042596304
2022-07-04,SARDL,Sardalya Konservesi,653.0,24.25,0,0,2022,7,4,0,27,3,0,1,0.913715146948003,438.0,622.0,563.0,653.0,588.0,570.5357142857143,101.07093218791177
2022-07-04,SOMON,Somon Konservesi,274.0,66.65,1,0,2022,7,4,0,27,3,0,1,0.8695368558382257,155.0,225.0,230.0,242.0,209.28571428571428,206.83928571428572,37.27248442535168
2022-07-04,TON160,Ton Balığı Konservesi 160g,698.0,50.58,0,0,2022,7,4,0,27,3,0,1,0.8940344675209898,824.1875,808.0,764.0,755.0,710.7410714285714,667.5491071428571,110.03631283066882
2022-07-04,TON80,Ton Balığı Konservesi 80g,974.0,29.43,0,0,2022,7,4,0,27,3,0,1,0.8912780133252574,732.0,1276.0,1231.0,1108.0,1107.9285714285713,1096.607142857143,252.33941734818046
2022-07-04,ZEYTY,Zeytinyağı 1L,345.0,216.87,0,0,2022,7,4,0,27,3,0,1,0.8740352644836272,269.0,123.0,323.0,354.0,289.57142857142856,312.39285714285717,86.97481846844533
2022-07-05,SARDL,Sardalya Konservesi,612.0,22.99,0,0,2022,7,5,1,27,3,0,1,0.8662396382818387,653.0,653.0,653.0,610.0,592.4285714285714,570.5357142857143,103.45990711842202
2022-07-05,SOMON,Somon Konservesi,228.0,70.5,0,0,2022,7,5,1,27,3,0,1,0.9197651663405088,274.0,238.0,198.0,253.0,216.28571428571428,207.98214285714286,44.597138494579966
2022-07-05,TON160,Ton Balığı Konservesi 160g,824.1875,50.785,0,0,2022,7,5,1,27,3,0,1,0.89765797613787,698.0,767.0,749.0,775.0,695.0267857142857,665.5133928571429,101.3429862183592
2022-07-05,TON80,Ton Balığı Konservesi 80g,1281.0,28.76,0,0,2022,7,5,1,27,3,0,1,0.8709872804360993,974.0,1358.75,1242.0,1140.0,1064.7857142857142,1091.8214285714287,244.5099873800076
2022-07-05,ZEYTY,Zeytinyağı 1L,352.0,229.37,0,0,2022,7,5,1,27,3,0,1,0.9244130982367759,345.0,361.0,309.0,303.0,321.2857142857143,312.07142857142856,47.737875548716616
2022-07-06,SARDL,Sardalya Konservesi,536.0,23.88,0,0,2022,7,6,2,27,3,0,1,0.8997739261492087,612.0,653.0,589.0,580.0,586.5714285714286,570.6071428571429,100.57974803252311
2022-07-06,SOMON,Somon Konservesi,202.0,71.61,0,0,2022,7,6,2,27,3,0,1,0.9342465753424657,228.0,248.0,210.0,229.0,214.85714285714286,207.08928571428572,43.940977729330385
2022-07-06,TON160,Ton Balığı Konservesi 160g,726.0,50.99,0,0,2022,7,6,2,27,3,0,1,0.9012814847547503,824.1875,644.0,718.0,709.0,703.1964285714286,667.2700892857143,110.04359001717829
2022-07-06,TON80,Ton Balığı Konservesi 80g,1249.0,30.18,0,0,2022,7,6,2,27,3,0,1,0.9139915202907328,1281.0,1358.75,428.75,1358.75,1053.6785714285713,1096.857142857143,230.28273899915382
2022-07-06,ZEYTY,Zeytinyağı 1L,327.5,226.55,0,0,2022,7,6,2,27,3,0,1,0.9130478589420655,352.0,353.0,342.0,325.0,320.0,313.82142857142856,46.59756789075291
2022-07-07,SARDL,Sardalya Konservesi,577.0,23.67,0,0,2022,7,7,3,27,3,0,1,0.8918613413715147,536.0,653.0,576.0,606.0,569.8571428571429,569.0357142857143,97.3711602947349
2022-07-07,SOMON,Somon Konservesi,241.0,68.95,0,0,2022,7,7,3,27,3,0,1,0.8995433789954338,202.0,229.0,232.0,197.0,208.28571428571428,206.125,41.53197276683051
2022-07-07,TON160,Ton Balığı Konservesi 160g,713.0,52.03,0,0,2022,7,7,3,27,3,0,1,0.9196641626159965,726.0,768.0,824.1875,769.0,714.9107142857143,667.8772321428571,107.014613105662
2022-07-07,TON80,Ton Balığı Konservesi 80g,1203.0,29.15,0,0,2022,7,7,3,27,3,0,1,0.8827983040581464,1249.0,1070.0,1316.0,1244.0,1038.0,1092.9375,208.78298142648822
2022-07-07,ZEYTY,Zeytinyağı 1L,303.0,228.7,0,0,2022,7,7,3,27,3,0,1,0.921712846347607,327.5,346.0,340.0,302.0,316.35714285714283,313.9107142857143,44.539041193947824
2022-07-08,SARDL,Sardalya Konservesi,539.0,24.3,0,0,2022,7,8,4,27,3,0,1,0.9155990957045969,577.0,653.0,653.0,632.0,559.0,568.0,90.55385138137466
2022-07-08,SOMON,Somon Konservesi,212.0,68.24,0,0,2022,7,8,4,27,3,0,1,0.8902804957599477,241.0,210.0,235.0,296.5,210.0,207.69642857142858,42.75901464408788
2022-07-08,TON160,Ton Balığı Konservesi 160g,640.0,53.14,0,0,2022,7,8,4,27,3,0,1,0.9392841361025187,713.0,638.0,648.0,665.0,707.0535714285714,665.8772321428571,104.45557287128733
2022-07-08,TON80,Ton Balığı Konservesi 80g,1096.0,29.73,0,0,2022,7,8,4,27,3,0,1,0.9003634161114475,1203.0,1142.0,1252.0,1201.0,1057.0,1091.4732142857142,218.0275211985864
2022-07-08,ZEYTY,Zeytinyağı 1L,332.0,216.8,0,0,2022,7,8,4,27,3,0,1,0.8737531486146096,303.0,337.0,295.0,307.0,310.2142857142857,313.94642857142856,42.696464669080996
2022-07-09,SARDL,Sardalya Konservesi,203.0,24.8,0,1,2022,7,9,5,27,3,1,1,0.9344385832705351,539.0,444.0,461.0,344.0,542.7142857142857,564.6785714285714,80.52683669790771
2022-07-09,SOMON,Somon Konservesi,76.5,68.63,0,1,2022,7,9,5,27,3,1,1,0.8953685583822569,212.0,160.0,147.0,156.0,210.28571428571428,204.67857142857142,42.76569608815867
2022-07-09,TON160,Ton Balığı Konservesi 160g,255.6875,50.03,0,1,2022,7,9,5,27,3,1,1,0.884312859036677,640.0,526.0,456.0,475.0,707.3392857142857,664.984375,104.23772070682729
2022-07-09,TON80,Ton Balığı Konservesi 80g,428.75,30.63,0,1,2022,7,9,5,27,3,1,1,0.927619624470018,1096.0,818.0,894.0,992.0,1050.4285714285713,1087.7232142857142,215.71961519748828
2022-07-09,ZEYTY,Zeytinyağı 1L,123.0,213.41,0,1,2022,7,9,5,27,3,1,1,0.8600906801007556,332.0,238.0,274.0,251.0,309.5,314.8392857142857,42.21275478651746
2022-07-10,SARDL,Sardalya Konservesi,261.0,23.4,1,1,2022,7,10,6,27,3,1,1,0.881688018085908,203.0,438.0,415.0,434.0,508.2857142857143,559.6428571428571,150.70469389473172
2022-07-10,SOMON,Somon Konservesi,76.5,69.79,0,1,2022,7,10,6,27,3,1,1,0.9105022831050228,76.5,155.0,159.0,153.0,198.35714285714286,201.83928571428572,64.99661163329608
2022-07-10,TON160,Ton Balığı Konservesi 160g,255.6875,52.28,0,1,2022,7,10,6,27,3,1,1,0.9240830755634114,255.6875,824.1875,427.0,450.0,668.7232142857143,657.1517857142857,194.01890229924652
2022-07-10,TON80,Ton Balığı Konservesi 80g,428.75,29.62,0,1,2022,7,10,6,27,3,1,1,0.8970321017565112,428.75,732.0,954.0,711.0,994.8214285714286,1067.607142857143,313.58832867463724
2022-07-10,ZEYTY,Zeytinyağı 1L,123.0,228.57,0,1,2022,7,10,6,27,3,1,1,0.9211889168765742,123.0,269.0,229.0,240.0,293.07142857142856,310.26785714285717,80.07518788167586
2022-07-11,SARDL,Sardalya Konservesi,249.0,24.2,0,1,2022,7,11,0,28,3,0,1,0.9118311981914092,261.0,653.0,622.0,649.0,483.0,553.4642857142857,177.01506527223418
2022-07-11,SOMON,Somon Konservesi,82.0,71.35,0,1,2022,7,11,0,28,3,0,1,0.9308545335942595,76.5,274.0,225.0,195.0,187.14285714285714,199.10714285714286,78.98982755483684
2022-07-11,TON160,Ton Balığı Konservesi 160g,325.0,49.98,0,1,2022,7,11,0,28,3,0,1,0.8834290764471939,255.6875,698.0,808.0,665.0,587.5089285714286,650.2120535714286,233.1376712054895
2022-07-11,TON80,Ton Balığı Konservesi 80g,428.75,29.88,0,1,2022,7,11,0,28,3,0,1,0.9049061175045426,428.75,974.0,1276.0,1159.0,951.5,1057.5267857142858,371.5396737451688
2022-07-11,ZEYTY,Zeytinyağı 1L,132.0,221.53,0,1,2022,7,11,0,28,3,0,1,0.892816120906801,123.0,345.0,123.0,351.0,272.2142857142857,306.0892857142857,103.09536731543625
2022-07-12,SARDL,Sardalya Konservesi,261.0,23.58,0,1,2022,7,12,1,28,3,0,1,0.8884702336096458,249.0,612.0,653.0,653.0,425.2857142857143,539.1785714285714,178.20654148647674
2022-07-12,SOMON,Somon Konservesi,88.0,66.18,0,1,2022,7,12,1,28,3,0,1,0.8634050880626223,82.0,228.0,238.0,210.0,159.71428571428572,195.07142857142858,77.11563673193297
2022-07-12,TON160,Ton Balığı Konservesi 160g,293.0,50.22,0,1,2022,7,12,1,28,3,0,1,0.8876712328767122,325.0,824.1875,767.0,775.0,534.2232142857143,638.0691964285714,245.94922636472086
2022-07-12,TON80,Ton Balığı Konservesi 80g,457.0,29.62,0,1,2022,7,12,1,28,3,0,1,0.8970321017565112,428.75,1281.0,1358.75,1276.0,873.6071428571429,1031.4464285714287,420.02789731612967
2022-07-12,ZEYTY,Zeytinyağı 1L,134.0,223.49,0,1,2022,7,12,1,28,3,0,1,0.9007153652392947,132.0,352.0,361.0,333.0,241.78571428571428,298.26785714285717,109.28016637022795
2022-07-13,SARDL,Sardalya Konservesi,422.0,23.99,0,0,2022,7,13,2,28,3,0,1,0.9039186134137152,261.0,536.0,653.0,653.0,375.14285714285717,525.1785714285714,165.86784756890867
2022-07-13,SOMON,Somon Konservesi,218.0,68.6,0,0,2022,7,13,2,28,3,0,1,0.8949771689497715,88.0,202.0,248.0,209.0,139.71428571428572,190.71428571428572,74.5664452814052
2022-07-13,TON160,Ton Balığı Konservesi 160g,486.5,52.39,0,0,2022,7,13,2,28,3,0,1,0.9260273972602739,293.0,726.0,644.0,721.0,458.3392857142857,620.8549107142857,222.39113048445697
2022-07-13,TON80,Ton Balığı Konservesi 80g,1181.0,29.18,0,0,2022,7,13,2,28,3,0,1,0.8837068443367655,457.0,1249.0,1358.75,1153.0,755.8928571428571,1002.1964285714286,401.8989522966466
2022-07-13,ZEYTY,Zeytinyağı 1L,328.0,225.82,0,0,2022,7,13,2,28,3,0,1,0.9101057934508816,134.0,327.5,353.0,467.0,210.64285714285714,291.1607142857143,103.54898771664921
2022-07-14,SARDL,Sardalya Konservesi,583.0,23.29,0,0,2022,7,14,3,28,3,0,1,0.8775433308214017,422.0,577.0,653.0,573.0,358.85714285714283,516.9285714285714,152.4996487115387
2022-07-14,SOMON,Somon Konservesi,232.0,69.58,0,0,2022,7,14,3,28,3,0,1,0.9077625570776254,218.0,241.0,229.0,231.0,142.0,191.03571428571428,76.99945887255765
2022-07-14,TON160,Ton Balığı Konservesi 160g,680.0,50.43,0,0,2022,7,14,3,28,3,0,1,0.8913831197525408,486.5,713.0,768.0,776.0,424.125,612.4799107142857,190.48330457789913
2022-07-14,TON80,Ton Balığı Konservesi 80g,1270.0,30.86,0,0,2022,7,14,3,28,3,0,1,0.9345850999394305,1181.0,1203.0,1070.0,1292.0,746.1785714285714,1003.1964285714286,388.59521876577224
2022-07-14,ZEYTY,Zeytinyağı 1L,344.0,227.61,0,0,2022,7,14,3,28,3,0,1,0.9173198992443325,328.0,303.0,346.0,330.0,210.71428571428572,286.19642857142856,103.64316070973847
2022-07-15,SARDL,Sardalya Konservesi,653.0,23.7,0,0,2022,7,15,4,28,3,0,1,0.892991710625471,583.0,539.0,653.0,644.0,359.7142857142857,517.2857142857143,153.94015534801594
2022-07-15,SOMON,Somon Konservesi,209.0,71.5,0,0,2022,7,15,4,28,3,0,1,0.9328114807566862,232.0,212.0,210.0,207.0,140.71428571428572,191.07142857142858,75.12315285741226
2022-07-15,TON160,Ton Balığı Konservesi 160g,824.1875,52.0,0,0,2022,7,15,4,28,3,0,1,0.9191338930623066,680.0,640.0,638.0,683.0,419.4107142857143,609.0513392857143,182.37827653393407
2022-07-15,TON80,Ton Balığı Konservesi 80g,1263.0,29.45,0,0,2022,7,15,4,28,3,0,1,0.8918837068443367,1270.0,1096.0,1142.0,1198.0,755.75,1002.4107142857143,402.3056984433596
2022-07-15,ZEYTY,Zeytinyağı 1L,368.0,220.75,0,0,2022,7,15,4,28,3,0,1,0.8896725440806046,344.0,332.0,337.0,334.0,216.57142857142858,286.69642857142856,110.64938189744049
2022-07-16,SARDL,Sardalya Konservesi,431.0,24.36,0,0,2022,7,16,5,28,3,1,1,0.9178598342125094,653.0,203.0,444.0,408.0,376.0,517.6071428571429,179.90830998038936
2022-07-16,SOMON,Somon Konservesi,167.0,70.26,0,0,2022,7,16,5,28,3,1,1,0.9166340508806262,209.0,76.5,160.0,155.0,140.28571428571428,191.14285714285714,74.65579746569001
2022-07-16,TON160,Ton Balığı Konservesi 160g,585.0,51.13,0,0,2022,7,16,5,28,3,1,1,0.9037560760053027,824.1875,255.6875,526.0,433.0,445.7232142857143,614.09375,227.26973482202033
2022-07-16,TON80,Ton Balığı Konservesi 80g,1040.5,30.64,0,0,2022,7,16,5,28,3,1,1,0.9279224712295577,1263.0,428.75,818.0,789.0,779.6071428571429,1004.7321428571429,429.8541626999506
2022-07-16,ZEYTY,Zeytinyağı 1L,236.0,217.46,0,0,2022,7,16,5,28,3,1,1,0.8764130982367758,368.0,123.0,238.0,244.0,221.71428571428572,287.9107142857143,117.53115088593044
2022-07-17,SARDL,Sardalya Konservesi,482.0,23.76,0,0,2022,7,17,6,28,3,1,1,0.8952524491333836,431.0,261.0,438.0,510.0,408.57142857142856,518.4285714285714,163.23383752851498
2022-07-17,SOMON,Somon Konservesi,147.0,65.55,0,0,2022,7,17,6,28,3,1,1,0.8551859099804304,167.0,76.5,155.0,182.0,153.21428571428572,191.57142857142858,69.42133266202437
2022-07-17,TON160,Ton Balığı Konservesi 160g,561.0,51.14,0,0,2022,7,17,6,28,3,1,1,0.9039328325231992,585.0,255.6875,824.1875,479.0,492.76785714285717,619.5223214285714,215.13610249496983
2022-07-17,TON80,Ton Balığı Konservesi 80g,818.0,29.85,0,0,2022,7,17,6,28,3,1,1,0.9039975772259237,1040.5,428.75,732.0,1010.0,867.0,1013.7142857142857,408.2787803694917
2022-07-17,ZEYTY,Zeytinyağı 1L,224.0,227.93,0,0,2022,7,17,6,28,3,1,1,0.9186095717884131,236.0,123.0,269.0,467.0,237.85714285714286,287.625,109.17635362328294
2022-07-18,SARDL,Sardalya Konservesi,638.0,24.09,0,0,2022,7,18,0,29,3,0,1,0.9076865109269028,482.0,249.0,653.0,563.0,440.14285714285717,517.4285714285714,150.83592473438196
2022-07-18,SOMON,Somon Konservesi,229.0,67.45,0,0,2022,7,18,0,29,3,0,1,0.8799739073711677,147.0,82.0,274.0,230.0,163.28571428571428,190.32142857142858,61.045650365701285
2022-07-18,TON160,Ton Balığı Konservesi 160g,824.1875,50.68,0,0,2022,7,18,0,29,3,0,1,0.8958020326999557,561.0,325.0,698.0,764.0,536.3839285714286,622.4508928571429,188.34067242995866
2022-07-18,TON80,Ton Balığı Konservesi 80g,1246.0,30.24,0,0,2022,7,18,0,29,3,0,1,0.9158086008479708,818.0,428.75,974.0,1231.0,922.6071428571429,1006.8571428571429,362.5930299345847
2022-07-18,ZEYTY,Zeytinyağı 1L,347.0,225.05,0,0,2022,7,18,0,29,3,0,1,0.9070025188916877,224.0,132.0,345.0,323.0,252.28571428571428,278.94642857142856,97.51874056767092
2022-07-19,SARDL,Sardalya Konservesi,620.0,23.63,0,0,2022,7,19,1,29,3,0,1,0.8903541823662396,638.0,261.0,612.0,653.0,495.7142857142857,520.1071428571429,139.9425052009031
2022-07-19,SOMON,Somon Konservesi,227.0,69.72,0,0,2022,7,19,1,29,3,0,1,0.9095890410958903,229.0,88.0,228.0,198.0,184.28571428571428,190.28571428571428,53.20311483899632
2022-07-19,TON160,Ton Balığı Konservesi 160g,705.0,52.75,0,0,2022,7,19,1,29,3,0,1,0.9323906319045514,824.1875,293.0,824.1875,749.0,607.6964285714286,624.6004464285714,189.4653333388519
2022-07-19,TON80,Ton Balığı Konservesi 80g,1358.75,30.37,1,0,2022,7,19,1,29,3,0,1,0.9197456087219866,1246.0,457.0,1281.0,1242.0,1039.357142857143,1007.3928571428571,303.89591341522885
2022-07-19,ZEYTY,Zeytinyağı 1L,330.0,219.89,0,0,2022,7,19,1,29,3,0,1,0.8862065491183878,347.0,134.0,352.0,309.0,283.0,279.80357142857144,86.56211642514276
2022-07-20,SARDL,Sardalya Konservesi,621.0,23.98,0,0,2022,7,20,2,29,3,0,1,0.9035418236623964,620.0,422.0,536.0,589.0,547.0,518.9285714285714,99.53893710503489
2022-07-20,SOMON,Somon Konservesi,217.0,68.85,0,0,2022,7,20,2,29,3,0,1,0.8982387475538159,227.0,218.0,202.0,210.0,204.14285714285714,191.32142857142858,33.60768052806052
2022-07-20,TON160,Ton Balığı Konservesi 160g,791.0,52.62,0,0,2022,7,20,2,29,3,0,1,0.9300927971718956,705.0,486.5,726.0,718.0,666.5535714285714,623.0290178571429,130.1074397201619
2022-07-20,TON80,Ton Balığı Konservesi 80g,1358.75,30.47,0,0,2022,7,20,2,29,3,0,1,0.9227740763173833,1358.75,1181.0,1249.0,428.75,1168.1785714285713,1011.5625,182.94971498826146
2022-07-20,ZEYTY,Zeytinyağı 1L,318.0,223.11,0,0,2022,7,20,2,29,3,0,1,0.8991838790931991,330.0,328.0,327.5,342.0,311.0,280.55357142857144,56.97660338536623
2022-07-21,SARDL,Sardalya Konservesi,653.0,24.34,0,0,2022,7,21,3,29,3,0,1,0.917106254709872,621.0,583.0,577.0,576.0,575.4285714285714,520.0714285714286,85.28551487573478
2022-07-21,SOMON,Somon Konservesi,214.0,69.26,0,0,2022,7,21,3,29,3,0,1,0.9035877364644488,217.0,232.0,241.0,232.0,204.0,191.57142857142858,33.541019662496666
2022-07-21,TON160,Ton Balığı Konservesi 160g,571.0,52.76,0,0,2022,7,21,3,29,3,0,1,0.932567388422448,791.0,680.0,713.0,824.1875,710.0535714285714,625.6361607142857,109.07913810869391
2022-07-21,TON80,Ton Balığı Konservesi 80g,1227.0,30.64,0,0,2022,7,21,3,29,3,0,1,0.9279224712295577,1358.75,1270.0,1203.0,1316.0,1193.5714285714287,1044.7767857142858,196.83457067874573
2022-07-21,ZEYTY,Zeytinyağı 1L,312.0,234.18,0,0,2022,7,21,3,29,3,0,1,0.9437984886649874,318.0,344.0,303.0,340.0,309.57142857142856,279.69642857142856,56.60346615669727
2022-07-22,SARDL,Sardalya Konservesi,601.0,23.55,0,0,2022,7,22,4,29,3,0,1,0.8873398643556896,653.0,653.0,539.0,653.0,585.4285714285714,522.8214285714286,90.27893283754442
2022-07-22,SOMON,Somon Konservesi,202.0,70.39,0,0,2022,7,22,4,29,3,0,1,0.9183300717547292,214.0,209.0,212.0,235.0,201.42857142857142,190.92857142857142,31.674685701450993
2022-07-22,TON160,Ton Balığı Konservesi 160g,743.0,51.92,0,0,2022,7,22,4,29,3,0,1,0.9177198409191338,571.0,824.1875,640.0,648.0,694.4821428571429,616.59375,121.19195729664851
2022-07-22,TON80,Ton Balığı Konservesi 80g,1142.0,31.1,0,0,2022,7,22,4,29,3,0,1,0.9418534221683827,1227.0,1263.0,1096.0,1252.0,1187.4285714285713,1041.5982142857142,194.71136299906283
2022-07-22,ZEYTY,Zeytinyağı 1L,322.0,228.45,0,0,2022,7,22,4,29,3,0,1,0.9207052896725441,312.0,368.0,332.0,295.0,305.0,278.69642857142856,54.616847217685404
2022-07-23,SARDL,Sardalya Konservesi,497.0,23.67,0,0,2022,7,23,5,29,3,1,1,0.8918613413715147,601.0,431.0,203.0,461.0,578.0,520.9642857142857,85.82152022268929
2022-07-23,SOMON,Somon Konservesi,159.0,68.25,0,0,2022,7,23,5,29,3,1,1,0.8904109589041095,202.0,167.0,76.5,147.0,200.42857142857142,189.75,31.50585735413398
2022-07-23,TON160,Ton Balığı Konservesi 160g,518.0,51.69,0,0,2022,7,23,5,29,3,1,1,0.913654441007512,743.0,585.0,255.6875,456.0,682.8839285714286,619.9866071428571,110.08619036026064
2022-07-23,TON80,Ton Balığı Konservesi 80g,877.0,30.91,0,0,2022,7,23,5,29,3,1,1,0.936099333737129,1142.0,1040.5,428.75,894.0,1170.142857142857,1037.669642857143,192.2395346708803
2022-07-23,ZEYTY,Zeytinyağı 1L,239.0,219.15,0,0,2022,7,23,5,29,3,1,1,0.8832241813602015,322.0,236.0,123.0,274.0,298.42857142857144,279.6607142857143,48.15896296937569
2022-07-24,SARDL,Sardalya Konservesi,430.0,25.09,0,0,2022,7,24,6,29,3,1,1,0.9453654860587792,497.0,482.0,261.0,415.0,587.4285714285714,522.25,68.94649409229734
2022-07-24,SOMON,Somon Konservesi,144.0,68.85,0,0,2022,7,24,6,29,3,1,1,0.8982387475538159,159.0,147.0,76.5,159.0,199.28571428571428,190.17857142857142,33.028847420168226
2022-07-24,TON160,Ton Balığı Konservesi 160g,561.0,51.47,0,0,2022,7,24,6,29,3,1,1,0.909765797613787,518.0,561.0,255.6875,427.0,673.3125,622.2008928571429,122.25518159605002
2022-07-24,TON80,Ton Balığı Konservesi 80g,830.0,29.49,0,0,2022,7,24,6,29,3,1,1,0.8930950938824953,877.0,818.0,428.75,954.0,1146.7857142857142,1037.0625,218.72463798553903
2022-07-24,ZEYTY,Zeytinyağı 1L,255.0,226.99,0,0,2022,7,24,6,29,3,1,1,0.9148211586901763,239.0,224.0,123.0,229.0,298.85714285714283,278.4107142857143,47.5199206348542
2022-07-25,SARDL,Sardalya Konservesi,653.0,23.94,0,0,2022,7,25,0,30,3,0,1,0.9020346646571215,430.0,638.0,249.0,622.0,580.0,522.7857142857143,83.47055369010958
2022-07-25,SOMON,Somon Konservesi,211.0,70.12,0,0,2022,7,25,0,30,3,0,1,0.9148075668623614,144.0,229.0,82.0,225.0,198.85714285714286,189.64285714285714,33.83010775147165
2022-07-25,TON160,Ton Balığı Konservesi 160g,724.0,51.79,0,0,2022,7,25,0,30,3,0,1,0.9154220061864781,561.0,824.1875,325.0,808.0,673.3125,626.9866071428571,122.25518159605002
2022-07-25,TON80,Ton Balığı Konservesi 80g,1249.0,29.7,0,0,2022,7,25,0,30,3,0,1,0.8994548758328285,830.0,1246.0,428.75,1276.0,1148.5,1032.6339285714287,215.74497869784517
2022-07-25,ZEYTY,Zeytinyağı 1L,411.0,231.16,0,0,2022,7,25,0,30,3,0,1,0.9316272040302267,255.0,347.0,132.0,123.0,303.2857142857143,279.3392857142857,40.27287873873371
2022-07-26,SARDL,Sardalya Konservesi,653.0,23.68,0,0,2022,7,26,1,30,3,0,1,0.8922381311228335,653.0,620.0,261.0,653.0,582.1428571428571,523.8928571428571,85.37842930434086
2022-07-26,SOMON,Somon Konservesi,218.0,68.23,0,0,2022,7,26,1,30,3,0,1,0.8901500326157861,211.0,227.0,88.0,238.0,196.28571428571428,189.14285714285714,31.77899875554225
