tarih,urun_kodu,urun_adi,satis_adedi,birim_fiyat,promosyon_var_mi,resmi_tatil_mi
2024-07-26,SARDL,Sardalya Konservesi,542.0,30.22,0,0
2024-07-27,SARDL,Sardalya Konservesi,525.0,29.04,0,0
2024-07-28,SARDL,Sardalya Konservesi,385.0,28.88,0,0
2024-07-29,SARDL,Sardalya Konservesi,541.0,29.48,0,0
2024-07-30,SARDL,Sardalya Konservesi,586.0,30.19,0,0
2024-07-31,SARDL,Sardalya Konservesi,633.0,28.82,0,0
2024-08-01,SARDL,Sardalya Konservesi,644.0,29.24,0,0
2024-08-02,SARDL,Sardalya Konservesi,620.0,29.79,0,0
2024-08-03,SARDL,Sardalya Konservesi,477.0,28.81,0,0
2024-08-04,SARDL,Sardalya Konservesi,420.0,29.09,0,0
2024-08-05,SARDL,Sardalya Konservesi,534.0,29.59,0,0
2024-08-06,SARDL,Sardalya Konservesi,641.0,29.884999999999998,0,0
2024-08-07,SARDL,Sardalya Konservesi,606.0,30.18,0,0
2024-08-08,SARDL,Sardalya Konservesi,653.0,30.31,0,0
2024-08-09,SARDL,Sardalya Konservesi,653.0,29.52,0,0
2024-08-10,SARDL,Sardalya Konservesi,432.0,29.6,0,0
2024-08-11,SARDL,Sardalya Konservesi,432.0,29.62,0,0
2024-08-12,SARDL,Sardalya Konservesi,653.0,29.78,0,0
2024-08-13,SARDL,Sardalya Konservesi,636.0,29.56,0,0
2024-08-14,SARDL,Sardalya Konservesi,653.0,30.04,0,0
2024-08-15,SARDL,Sardalya Konservesi,640.0,29.31,0,0
2024-08-16,SARDL,Sardalya Konservesi,203.0,30.06,0,0
2024-08-17,SARDL,Sardalya Konservesi,487.0,28.49,0,0
2024-08-18,SARDL,Sardalya Konservesi,473.0,29.91,0,0
2024-08-19,SARDL,Sardalya Konservesi,639.0,28.9,0,0
2024-08-20,SARDL,Sardalya Konservesi,587.0,30.12,0,0
2024-08-21,SARDL,Sardalya Konservesi,653.0,29.26,0,0
2024-08-22,SARDL,Sardalya Konservesi,653.0,29.24,1,0
2024-08-23,SARDL,Sardalya Konservesi,653.0,29.03,0,0
2024-08-24,SARDL,Sardalya Konservesi,442.0,29.95,0,0
2024-08-25,SARDL,Sardalya Konservesi,407.0,29.39,0,0
2024-08-26,SARDL,Sardalya Konservesi,653.0,29.6,0,0
2024-08-27,SARDL,Sardalya Konservesi,637.0,29.19,0,0
2024-08-28,SARDL,Sardalya Konservesi,653.0,29.46,0,0
2024-08-29,SARDL,Sardalya Konservesi,653.0,29.3,0,0
2024-08-30,SARDL,Sardalya Konservesi,245.0,30.52,0,1
2024-08-31,SARDL,Sardalya Konservesi,484.0,29.35,0,0
2024-09-01,SARDL,Sardalya Konservesi,322.0,29.065,0,0
2024-09-02,SARDL,Sardalya Konservesi,203.0,28.78,0,0
2024-09-03,SARDL,Sardalya Konservesi,432.0,29.57,0,0
2024-09-04,SARDL,Sardalya Konservesi,380.0,29.3,0,0
2024-09-05,SARDL,Sardalya Konservesi,430.0,30.49,0,0
2024-09-06,SARDL,Sardalya Konservesi,407.0,31.65,0,0
2024-09-07,SARDL,Sardalya Konservesi,289.0,29.36,0,0
2024-09-08,SARDL,Sardalya Konservesi,350.0,29.65,0,0
2024-09-09,SARDL,Sardalya Konservesi,383.0,30.37,0,0
2024-09-10,SARDL,Sardalya Konservesi,620.0,30.49,1,0
2024-09-11,SARDL,Sardalya Konservesi,412.0,30.07,0,0
2024-09-12,SARDL,Sardalya Konservesi,440.0,29.42,0,0
2024-09-13,SARDL,Sardalya Konservesi,481.0,29.46,0,0
2024-09-14,SARDL,Sardalya Konservesi,263.0,29.45,0,0
2024-09-15,SARDL,Sardalya Konservesi,280.0,29.03,0,0
2024-09-16,SARDL,Sardalya Konservesi,443.0,29.66,0,0
2024-09-17,SARDL,Sardalya Konservesi,452.0,29.86,0,0
2024-09-18,SARDL,Sardalya Konservesi,428.0,29.68,0,0
2024-09-19,SARDL,Sardalya Konservesi,478.0,30.88,0,0
2024-09-20,SARDL,Sardalya Konservesi,468.0,30.09,0,0
2024-09-21,SARDL,Sardalya Konservesi,291.0,28.7,0,0
2024-09-22,SARDL,Sardalya Konservesi,393.0,29.6,1,0
2024-09-23,SARDL,Sardalya Konservesi,450.0,28.94,0,0
2024-09-24,SARDL,Sardalya Konservesi,442.0,30.7,0,0
2024-09-25,SARDL,Sardalya Konservesi,434.0,30.27,0,0
2024-09-26,SARDL,Sardalya Konservesi,468.0,29.63,0,0
2024-09-27,SARDL,Sardalya Konservesi,501.0,29.04,1,0
2024-09-28,SARDL,Sardalya Konservesi,333.0,29.04,0,0
2024-09-29,SARDL,Sardalya Konservesi,321.0,29.96,0,0
2024-09-30,SARDL,Sardalya Konservesi,395.0,30.92,0,0
2024-10-01,SARDL,Sardalya Konservesi,422.0,30.65,0,0
2024-10-02,SARDL,Sardalya Konservesi,439.0,29.61,0,0
2024-10-03,SARDL,Sardalya Konservesi,428.0,30.08,0,0
2024-10-04,SARDL,Sardalya Konservesi,439.0,30.31,0,0
2024-10-05,SARDL,Sardalya Konservesi,301.0,29.84,0,0
2024-10-06,SARDL,Sardalya Konservesi,277.0,30.11,0,0
2024-10-07,SARDL,Sardalya Konservesi,571.0,29.33,1,0
2024-10-08,SARDL,Sardalya Konservesi,511.0,30.31,0,0
2024-10-09,SARDL,Sardalya Konservesi,505.0,29.89,1,0
2024-10-10,SARDL,Sardalya Konservesi,459.0,29.52,0,0
2024-10-11,SARDL,Sardalya Konservesi,390.0,29.42,0,0
2024-10-12,SARDL,Sardalya Konservesi,323.0,30.4,0,0
2024-10-13,SARDL,Sardalya Konservesi,289.0,29.13,0,0
2024-10-14,SARDL,Sardalya Konservesi,466.0,30.77,0,0
2024-10-15,SARDL,Sardalya Konservesi,366.0,29.31,0,0
2024-10-16,SARDL,Sardalya Konservesi,426.0,30.2,0,0
2024-10-17,SARDL,Sardalya Konservesi,458.0,30.15,0,0
2024-10-18,SARDL,Sardalya Konservesi,421.0,29.48,0,0
2024-10-19,SARDL,Sardalya Konservesi,290.0,29.52,0,0
2024-10-20,SARDL,Sardalya Konservesi,315.0,30.41,0,0
2024-10-21,SARDL,Sardalya Konservesi,461.0,29.13,0,0
2024-10-22,SARDL,Sardalya Konservesi,463.0,29.87,0,0
2024-10-23,SARDL,Sardalya Konservesi,404.0,29.48,0,0
2024-10-24,SARDL,Sardalya Konservesi,398.0,30.25,0,0
2024-10-25,SARDL,Sardalya Konservesi,394.0,29.94,0,0
2024-10-26,SARDL,Sardalya Konservesi,311.0,29.88,0,0
2024-10-27,SARDL,Sardalya Konservesi,302.0,30.13,0,0
2024-10-28,SARDL,Sardalya Konservesi,441.0,30.33,0,0
2024-10-29,SARDL,Sardalya Konservesi,203.0,30.08,0,1
2024-10-30,SARDL,Sardalya Konservesi,449.0,30.79,0,0
2024-10-31,SARDL,Sardalya Konservesi,459.0,29.52,0,0
2024-11-01,SARDL,Sardalya Konservesi,433.0,30.68,0,0
2024-11-02,SARDL,Sardalya Konservesi,260.0,30.15,0,0
2024-11-03,SARDL,Sardalya Konservesi,332.0,29.66,0,0
2024-11-04,SARDL,Sardalya Konservesi,430.0,29.71,0,0
2024-11-05,SARDL,Sardalya Konservesi,444.0,29.67,0,0
2024-11-06,SARDL,Sardalya Konservesi,451.0,30.43,0,0
2024-11-07,SARDL,Sardalya Konservesi,440.0,29.51,0,0
2024-11-08,SARDL,Sardalya Konservesi,462.0,31.16,0,0
2024-11-09,SARDL,Sardalya Konservesi,263.0,30.27,0,0
2024-11-10,SARDL,Sardalya Konservesi,352.0,30.07,0,0
2024-11-11,SARDL,Sardalya Konservesi,452.0,31.03,0,0
2024-11-12,SARDL,Sardalya Konservesi,438.0,29.8,0,0
2024-11-13,SARDL,Sardalya Konservesi,469.0,30.71,0,0
2024-11-14,SARDL,Sardalya Konservesi,466.0,30.44,0,0
2024-11-15,SARDL,Sardalya Konservesi,432.0,30.22,0,0
2024-11-16,SARDL,Sardalya Konservesi,322.0,29.99,0,0
2024-11-17,SARDL,Sardalya Konservesi,329.0,30.88,0,0
2024-11-18,SARDL,Sardalya Konservesi,395.0,29.54,0,0
2024-11-19,SARDL,Sardalya Konservesi,442.0,30.96,0,0
2024-11-20,SARDL,Sardalya Konservesi,443.0,30.43,0,0
2024-11-21,SARDL,Sardalya Konservesi,420.0,31.37,0,0
2024-11-22,SARDL,Sardalya Konservesi,444.0,30.99,0,0
2024-11-23,SARDL,Sardalya Konservesi,393.0,29.35,1,0
2024-11-24,SARDL,Sardalya Konservesi,339.0,29.96,0,0
2024-11-25,SARDL,Sardalya Konservesi,448.0,31.08,0,0
2024-11-26,SARDL,Sardalya Konservesi,404.0,30.02,0,0
2024-11-27,SARDL,Sardalya Konservesi,391.0,31.04,0,0
2024-11-28,SARDL,Sardalya Konservesi,519.0,30.29,0,0
2024-11-29,SARDL,Sardalya Konservesi,392.0,30.05,0,0
2024-11-30,SARDL,Sardalya Konservesi,371.0,29.3,0,0
2024-12-01,SARDL,Sardalya Konservesi,290.0,30.59,0,0
2024-12-02,SARDL,Sardalya Konservesi,413.0,30.27,0,0
2024-12-03,SARDL,Sardalya Konservesi,464.0,29.26,0,0
2024-12-04,SARDL,Sardalya Konservesi,461.0,30.42,0,0
2024-12-05,SARDL,Sardalya Konservesi,441.0,30.41,0,0
2024-12-06,SARDL,Sardalya Konservesi,468.0,29.06,0,0
2024-12-07,SARDL,Sardalya Konservesi,291.0,29.76,0,0
2024-12-08,SARDL,Sardalya Konservesi,260.0,30.11,0,0
2024-12-09,SARDL,Sardalya Konservesi,413.0,30.08,0,0
2024-12-10,SARDL,Sardalya Konservesi,509.0,30.21,1,0
2024-12-11,SARDL,Sardalya Konservesi,450.0,31.02,0,0
2024-12-12,SARDL,Sardalya Konservesi,416.0,29.93,0,0
2024-12-13,SARDL,Sardalya Konservesi,427.0,30.98,0,0
2024-12-14,SARDL,Sardalya Konservesi,309.0,29.72,0,0
2024-12-15,SARDL,Sardalya Konservesi,294.0,29.82,0,0
2024-12-16,SARDL,Sardalya Konservesi,473.0,30.46,0,0
2024-12-17,SARDL,Sardalya Konservesi,484.0,31.73,0,0
2024-12-18,SARDL,Sardalya Konservesi,515.0,30.46,0,0
2024-12-19,SARDL,Sardalya Konservesi,402.0,30.85,0,0
2024-12-20,SARDL,Sardalya Konservesi,413.0,30.58,0,0
2024-12-21,SARDL,Sardalya Konservesi,282.0,29.76,0,0
2024-12-22,SARDL,Sardalya Konservesi,330.0,30.44,0,0
2024-12-23,SARDL,Sardalya Konservesi,393.0,31.19,0,0
2024-12-24,SARDL,Sardalya Konservesi,453.0,30.36,0,0
2024-12-25,SARDL,Sardalya Konservesi,460.0,30.65,0,0
2024-12-26,SARDL,Sardalya Konservesi,481.0,30.3,0,0
2024-12-27,SARDL,Sardalya Konservesi,463.0,30.57,0,0
2024-12-28,SARDL,Sardalya Konservesi,313.0,30.34,0,0
2024-12-29,SARDL,Sardalya Konservesi,376.5,29.61,0,0
2024-12-30,SARDL,Sardalya Konservesi,440.0,30.47,0,0
2024-12-31,SARDL,Sardalya Konservesi,423.0,32.24,0,0
2022-01-01,SOMON,Somon Konservesi,76.5,66.09,0,1
2022-01-02,SOMON,Somon Konservesi,121.0,63.57,0,0
2022-01-03,SOMON,Somon Konservesi,191.0,63.54,0,0
2022-01-04,SOMON,Somon Konservesi,187.0,66.39,0,0
2022-01-05,SOMON,Somon Konservesi,185.0,66.61,0,0
2022-01-06,SOMON,Somon Konservesi,195.0,63.44,0,0
2022-01-07,SOMON,Somon Konservesi,230.0,65.39,0,0
2022-01-08,SOMON,Somon Konservesi,132.0,63.92,0,0
2022-01-09,SOMON,Somon Konservesi,134.0,64.22,0,0
2022-01-10,SOMON,Somon Konservesi,176.0,64.95,0,0
2022-01-11,SOMON,Somon Konservesi,186.0,65.82,0,0
2022-01-12,SOMON,Somon Konservesi,179.0,66.99,0,0
2022-01-13,SOMON,Somon Konservesi,193.0,67.69,0,0
2022-01-14,SOMON,Somon Konservesi,258.0,66.94,1,0
2022-01-15,SOMON,Somon Konservesi,132.0,64.28,0,0
2022-01-16,SOMON,Somon Konservesi,134.0,63.51,0,0
2022-01-17,SOMON,Somon Konservesi,160.5,65.57,0,0
2022-01-18,SOMON,Somon Konservesi,187.0,64.24,0,0
2022-01-19,SOMON,Somon Konservesi,243.0,62.91,0,0
2022-01-20,SOMON,Somon Konservesi,204.0,64.5,0,0
2022-01-21,SOMON,Somon Konservesi,193.0,63.46,0,0
2022-01-22,SOMON,Somon Konservesi,105.0,64.41,0,0
2022-01-23,SOMON,Somon Konservesi,135.0,65.1,0,0
2022-01-24,SOMON,Somon Konservesi,193.0,65.2,0,0
2022-01-25,SOMON,Somon Konservesi,257.0,65.16,1,0
2022-01-26,SOMON,Somon Konservesi,255.0,65.76,1,0
2022-01-27,SOMON,Somon Konservesi,176.0,65.33,0,0
2022-01-28,SOMON,Somon Konservesi,185.0,66.36,0,0
2022-01-29,SOMON,Somon Konservesi,141.0,65.12,0,0
2022-01-30,SOMON,Somon Konservesi,128.0,65.9,0,0
2022-01-31,SOMON,Somon Konservesi,296.5,67.28,0,0
2022-02-01,SOMON,Somon Konservesi,200.0,64.31,0,0
2022-02-02,SOMON,Somon Konservesi,181.0,67.98,0,0
2022-02-03,SOMON,Somon Konservesi,171.0,66.25,0,0
2022-02-04,SOMON,Somon Konservesi,207.0,64.51,0,0
2022-02-05,SOMON,Somon Konservesi,148.0,66.23,0,0
2022-02-06,SOMON,Somon Konservesi,113.0,67.2,0,0
2022-02-07,SOMON,Somon Konservesi,194.0,64.22,0,0
2022-02-08,SOMON,Somon Konservesi,174.0,63.58,0,0
2022-02-09,SOMON,Somon Konservesi,181.0,67.71,0,0
2022-02-10,SOMON,Somon Konservesi,189.0,66.79,0,0
2022-02-11,SOMON,Somon Konservesi,164.0,64.98,0,0
2022-02-12,SOMON,Somon Konservesi,151.0,66.21,0,0
2022-02-13,SOMON,Somon Konservesi,136.0,65.06,0,0
2022-02-14,SOMON,Somon Konservesi,179.0,63.94,0,0
2022-02-15,SOMON,Somon Konservesi,201.0,66.41,0,0
2022-02-16,SOMON,Somon Konservesi,159.0,66.72,0,0
2022-02-17,SOMON,Somon Konservesi,175.0,65.4,0,0
2022-02-18,SOMON,Somon Konservesi,188.0,65.62,0,0
2022-02-19,SOMON,Somon Konservesi,139.0,67.46,0,0
2022-02-20,SOMON,Somon Konservesi,128.0,67.94,0,0
2022-02-21,SOMON,Somon Konservesi,212.0,64.22,0,0
2022-02-22,SOMON,Somon Konservesi,179.0,66.68,0,0
2022-02-23,SOMON,Somon Konservesi,203.0,66.71,0,0
2022-02-24,SOMON,Somon Konservesi,179.0,66.31,0,0
2022-02-25,SOMON,Somon Konservesi,194.0,65.59,0,0
2022-02-26,SOMON,Somon Konservesi,149.0,66.46,0,0
2022-02-27,SOMON,Somon Konservesi,125.0,65.85,0,0
2022-02-28,SOMON,Somon Konservesi,193.0,69.65,0,0
2022-03-01,SOMON,Somon Konservesi,198.0,67.37,0,0
2022-03-02,SOMON,Somon Konservesi,186.0,66.53,0,0
2022-03-03,SOMON,Somon Konservesi,174.0,62.59,0,0
2022-03-04,SOMON,Somon Konservesi,149.0,66.76,0,0
2022-03-05,SOMON,Somon Konservesi,145.5,66.44,0,0
2022-03-06,SOMON,Somon Konservesi,142.0,67.47,0,0
2022-03-07,SOMON,Somon Konservesi,214.0,67.66,0,0
2022-03-08,SOMON,Somon Konservesi,203.0,67.87,0,0
2022-03-09,SOMON,Somon Konservesi,192.0,66.25,0,0
2022-03-10,SOMON,Somon Konservesi,207.0,66.09,0,0
2022-03-11,SOMON,Somon Konservesi,184.0,67.24,0,0
2022-03-12,SOMON,Somon Konservesi,133.0,68.26,0,0
2022-03-13,SOMON,Somon Konservesi,183.0,65.26,1,0
2022-03-14,SOMON,Somon Konservesi,204.0,65.44,0,0
2022-03-15,SOMON,Somon Konservesi,188.0,65.43,0,0
2022-03-16,SOMON,Somon Konservesi,179.0,67.83,0,0
2022-03-17,SOMON,Somon Konservesi,296.5,67.15,0,0
2022-03-18,SOMON,Somon Konservesi,199.0,66.95,0,0
2022-03-19,SOMON,Somon Konservesi,136.0,66.59,0,0
2022-03-20,SOMON,Somon Konservesi,133.0,67.26,0,0
2022-03-21,SOMON,Somon Konservesi,211.0,67.87,0,0
2022-03-22,SOMON,Somon Konservesi,217.0,65.47,0,0
2022-03-23,SOMON,Somon Konservesi,221.0,66.33,0,0
2022-03-24,SOMON,Somon Konservesi,201.0,66.37,0,0
2022-03-25,SOMON,Somon Konservesi,184.0,67.71,0,0
2022-03-26,SOMON,Somon Konservesi,152.0,66.89,0,0
2022-03-27,SOMON,Somon Konservesi,131.0,66.39,0,0
2022-03-28,SOMON,Somon Konservesi,214.0,65.3,0,0
2022-03-29,SOMON,Somon Konservesi,209.0,66.22,0,0
2022-03-30,SOMON,Somon Konservesi,208.0,66.08,0,0
2022-03-31,SOMON,Somon Konservesi,187.0,67.98,0,0
2022-04-01,SOMON,Somon Konservesi,180.0,65.94,0,0
2022-04-02,SOMON,Somon Konservesi,148.0,66.05,0,0
2022-04-03,SOMON,Somon Konservesi,124.0,67.18,0,0
2022-04-04,SOMON,Somon Konservesi,254.0,66.65,1,0
2022-04-05,SOMON,Somon Konservesi,187.0,64.14,0,0
2022-04-06,SOMON,Somon Konservesi,188.0,68.0,0,0
2022-04-07,SOMON,Somon Konservesi,198.0,67.39,0,0
2022-04-08,SOMON,Somon Konservesi,202.0,66.61,0,0
2022-04-09,SOMON,Somon Konservesi,161.0,69.05,1,0
2022-04-10,SOMON,Somon Konservesi,161.0,66.65,0,0
2022-04-11,SOMON,Somon Konservesi,190.0,67.37,0,0
2022-04-12,SOMON,Somon Konservesi,210.0,66.81,0,0
2022-04-13,SOMON,Somon Konservesi,205.0,65.92,0,0
2022-04-14,SOMON,Somon Konservesi,179.0,66.83,0,0
2022-04-15,SOMON,Somon Konservesi,190.0,66.91,0,0
2022-04-16,SOMON,Somon Konservesi,148.0,66.57,0,0
2022-04-17,SOMON,Somon Konservesi,186.0,66.27,1,0
2022-04-18,SOMON,Somon Konservesi,193.0,68.01,0,0
2022-04-19,SOMON,Somon Konservesi,184.0,68.35,0,0
2022-04-20,SOMON,Somon Konservesi,201.0,68.17,0,0
2022-04-21,SOMON,Somon Konservesi,162.0,68.65,0,0
2022-04-22,SOMON,Somon Konservesi,266.0,68.06,0,0
2022-04-23,SOMON,Somon Konservesi,76.5,66.84,0,1
2022-04-24,SOMON,Somon Konservesi,163.0,66.47,0,0
2022-04-25,SOMON,Somon Konservesi,293.0,68.33,0,0
2022-04-26,SOMON,Somon Konservesi,239.0,66.71,0,0
2022-04-27,SOMON,Somon Konservesi,216.0,67.5,0,0
2022-04-28,SOMON,Somon Konservesi,247.0,66.56,0,0
2022-04-29,SOMON,Somon Konservesi,272.0,66.31,0,0
2022-04-30,SOMON,Somon Konservesi,190.0,65.8,0,0
2022-05-01,SOMON,Somon Konservesi,99.0,69.55,1,1
2022-05-02,SOMON,Somon Konservesi,101.0,67.4,0,1
2022-05-03,SOMON,Somon Konservesi,86.0,67.01,1,1
2022-05-04,SOMON,Somon Konservesi,103.0,66.3,1,1
2022-05-05,SOMON,Somon Konservesi,76.5,66.38,0,1
2022-05-06,SOMON,Somon Konservesi,193.0,68.32,0,0
2022-05-07,SOMON,Somon Konservesi,140.0,69.13,0,0
2022-05-08,SOMON,Somon Konservesi,129.0,68.19,0,0
2022-05-09,SOMON,Somon Konservesi,185.0,67.47999999999999,0,0
2022-05-10,SOMON,Somon Konservesi,188.0,66.77,0,0
2022-05-11,SOMON,Somon Konservesi,204.0,66.33,0,0
2022-05-12,SOMON,Somon Konservesi,186.0,66.81,0,0
2022-05-13,SOMON,Somon Konservesi,208.0,67.79,0,0
2022-05-14,SOMON,Somon Konservesi,156.0,70.23,0,0
2022-05-15,SOMON,Somon Konservesi,132.0,66.12,0,0
2022-05-16,SOMON,Somon Konservesi,197.0,67.12,0,0
2022-05-17,SOMON,Somon Konservesi,182.0,68.33,0,0
2022-05-18,SOMON,Somon Konservesi,176.0,67.03,0,0
2022-05-19,SOMON,Somon Konservesi,93.0,64.34,1,1
2022-05-20,SOMON,Somon Konservesi,214.0,69.15,0,0
2022-05-21,SOMON,Somon Konservesi,147.0,69.82,0,0
2022-05-22,SOMON,Somon Konservesi,124.0,66.64,0,0
2022-05-23,SOMON,Somon Konservesi,182.0,65.57,0,0
2022-05-24,SOMON,Somon Konservesi,176.0,68.17,0,0
2022-05-25,SOMON,Somon Konservesi,173.5,68.66,0,0
2022-05-26,SOMON,Somon Konservesi,171.0,67.45,0,0
2022-05-27,SOMON,Somon Konservesi,192.0,70.0,0,0
2022-05-28,SOMON,Somon Konservesi,138.0,70.79,0,0
2022-05-29,SOMON,Somon Konservesi,126.0,68.38,0,0
2022-05-30,SOMON,Somon Konservesi,167.0,67.61,0,0
2022-05-31,SOMON,Somon Konservesi,203.0,66.37,0,0
2022-06-01,SOMON,Somon Konservesi,213.0,66.805,0,0
2022-06-02,SOMON,Somon Konservesi,213.0,67.24,0,0
2022-06-03,SOMON,Somon Konservesi,223.0,69.82,0,0
2022-06-04,SOMON,Somon Konservesi,170.0,66.68,0,0
2022-06-05,SOMON,Somon Konservesi,163.0,70.67,0,0
2022-06-06,SOMON,Somon Konservesi,242.0,69.55,0,0
2022-06-07,SOMON,Somon Konservesi,253.0,66.09,0,0
2022-06-08,SOMON,Somon Konservesi,229.0,69.88,0,0
2022-06-09,SOMON,Somon Konservesi,197.0,68.23,0,0
2022-06-10,SOMON,Somon Konservesi,296.5,67.97,1,0
2022-06-11,SOMON,Somon Konservesi,156.0,66.93,0,0
2022-06-12,SOMON,Somon Konservesi,153.0,66.84,0,0
2022-06-13,SOMON,Somon Konservesi,195.0,66.63,0,0
2022-06-14,SOMON,Somon Konservesi,210.0,68.97,0,0
2022-06-15,SOMON,Somon Konservesi,209.0,67.86,0,0
2022-06-16,SOMON,Somon Konservesi,231.0,72.28,0,0
2022-06-17,SOMON,Somon Konservesi,207.0,69.55,0,0
2022-06-18,SOMON,Somon Konservesi,155.0,69.28,0,0
2022-06-19,SOMON,Somon Konservesi,182.0,67.54,0,0
2022-06-20,SOMON,Somon Konservesi,230.0,69.42,0,0
2022-06-21,SOMON,Somon Konservesi,198.0,67.32,0,0
2022-06-22,SOMON,Somon Konservesi,210.0,68.6,0,0
2022-06-23,SOMON,Somon Konservesi,232.0,69.54,0,0
2022-06-24,SOMON,Somon Konservesi,235.0,68.81,0,0
2022-06-25,SOMON,Somon Konservesi,147.0,69.01,0,0
2022-06-26,SOMON,Somon Konservesi,159.0,68.49,0,0
2022-06-27,SOMON,Somon Konservesi,225.0,70.06,0,0
2022-06-28,SOMON,Somon Konservesi,238.0,68.02,0,0
2022-06-29,SOMON,Somon Konservesi,248.0,69.35,0,0
2022-06-30,SOMON,Somon Konservesi,229.0,68.97,0,0
2022-07-01,SOMON,Somon Konservesi,210.0,70.49,0,0
2022-07-02,SOMON,Somon Konservesi,160.0,69.3,0,0
2022-07-03,SOMON,Somon Konservesi,155.0,68.97,0,0
2022-07-04,SOMON,Somon Konservesi,274.0,66.65,1,0
2022-07-05,SOMON,Somon Konservesi,228.0,70.5,0,0
2022-07-06,SOMON,Somon Konservesi,202.0,71.61,0,0
2022-07-07,SOMON,Somon Konservesi,241.0,68.95,0,0
2022-07-08,SOMON,Somon Konservesi,212.0,68.24,0,0
2022-07-09,SOMON,Somon Konservesi,76.5,68.63,0,1
2022-07-10,SOMON,Somon Konservesi,76.5,69.79,0,1
2022-07-11,SOMON,Somon Konservesi,82.0,71.35,0,1
2022-07-12,SOMON,Somon Konservesi,88.0,66.18,0,1
2022-07-13,SOMON,Somon Konservesi,218.0,68.6,0,0
2022-07-14,SOMON,Somon Konservesi,232.0,69.58,0,0
2022-07-15,SOMON,Somon Konservesi,209.0,71.5,0,0
2022-07-16,SOMON,Somon Konservesi,167.0,70.26,0,0
2022-07-17,SOMON,Somon Konservesi,147.0,65.55,0,0
2022-07-18,SOMON,Somon Konservesi,229.0,67.45,0,0
2022-07-19,SOMON,Somon Konservesi,227.0,69.72,0,0
2022-07-20,SOMON,Somon Konservesi,217.0,68.85,0,0
2022-07-21,SOMON,Somon Konservesi,214.0,69.26,0,0
2022-07-22,SOMON,Somon Konservesi,202.0,70.39,0,0
2022-07-23,SOMON,Somon Konservesi,159.0,68.25,0,0
2022-07-24,SOMON,Somon Konservesi,144.0,68.85,0,0
2022-07-25,SOMON,Somon Konservesi,211.0,70.12,0,0
2022-07-26,SOMON,Somon Konservesi,218.0,68.23,0,0
2022-07-27,SOMON,Somon Konservesi,220.0,68.18,0,0
2022-07-28,SOMON,Somon Konservesi,212.0,68.95,0,0
2022-07-29,SOMON,Somon Konservesi,239.0,68.76,0,0
2022-07-30,SOMON,Somon Konservesi,136.0,70.0,0,0
2022-07-31,SOMON,Somon Konservesi,165.0,70.74,0,0
2022-08-01,SOMON,Somon Konservesi,237.0,70.17,0,0
2022-08-02,SOMON,Somon Konservesi,232.0,69.57,0,0
2022-08-03,SOMON,Somon Konservesi,236.0,68.93,0,0
2022-08-04,SOMON,Somon Konservesi,197.0,69.9,0,0
2022-08-05,SOMON,Somon Konservesi,76.5,71.06,1,0
2022-08-06,SOMON,Somon Konservesi,152.0,69.26,0,0
2022-08-07,SOMON,Somon Konservesi,161.0,69.14,0,0
2022-08-08,SOMON,Somon Konservesi,194.0,68.3,0,0
2022-08-09,SOMON,Somon Konservesi,228.0,68.22,0,0
2022-08-10,SOMON,Somon Konservesi,241.0,69.5,0,0
2022-08-11,SOMON,Somon Konservesi,236.0,69.65,0,0
2022-08-12,SOMON,Somon Konservesi,214.0,68.8,0,0
2022-08-13,SOMON,Somon Konservesi,211.0,69.8,1,0
2022-08-14,SOMON,Somon Konservesi,147.0,69.47,0,0
2022-08-15,SOMON,Somon Konservesi,233.0,67.62,0,0
2022-08-16,SOMON,Somon Konservesi,211.0,70.58,0,0
2022-08-17,SOMON,Somon Konservesi,219.0,70.4,0,0
2022-08-18,SOMON,Somon Konservesi,198.0,71.44,0,0
2022-08-19,SOMON,Somon Konservesi,188.0,69.74,0,0
2022-08-20,SOMON,Somon Konservesi,178.0,70.16,0,0
2022-08-21,SOMON,Somon Konservesi,226.0,69.78,1,0
2022-08-22,SOMON,Somon Konservesi,241.0,69.77,0,0
2022-08-23,SOMON,Somon Konservesi,216.0,71.05,0,0
2022-08-24,SOMON,Somon Konservesi,230.0,69.45,0,0
2022-08-25,SOMON,Somon Konservesi,296.5,69.13,1,0
2022-08-26,SOMON,Somon Konservesi,296.5,69.57,1,0
2022-08-27,SOMON,Somon Konservesi,150.0,69.86,0,0
2022-08-28,SOMON,Somon Konservesi,161.0,71.66,0,0
2022-08-29,SOMON,Somon Konservesi,229.0,70.05,0,0
2022-08-30,SOMON,Somon Konservesi,104.0,67.81,0,1
2022-08-31,SOMON,Somon Konservesi,187.0,70.21,0,0
2022-09-01,SOMON,Somon Konservesi,181.0,71.87,0,0
2022-09-02,SOMON,Somon Konservesi,195.0,71.68,0,0
2022-09-03,SOMON,Somon Konservesi,141.0,68.03,0,0
2022-09-04,SOMON,Somon Konservesi,150.0,70.52,0,0
2022-09-05,SOMON,Somon Konservesi,174.0,71.01,0,0
2022-09-06,SOMON,Somon Konservesi,187.0,71.71,0,0
2022-09-07,SOMON,Somon Konservesi,187.0,72.74,0,0
2022-09-08,SOMON,Somon Konservesi,180.0,70.05,0,0
2022-09-09,SOMON,Somon Konservesi,151.5,69.66,0,0
2022-09-10,SOMON,Somon Konservesi,123.0,72.04,0,0
